,#10,#11,#12,#13,#17,#18,#26,#49,#50,#51,#52,#53,#54,#58,#101,#102,#201,#202,#301,#302,#401,#402,#501,#502,#601,#602,#701,#702,#801,#802,#901,#902,#1001,#1002,#1101,#1102,#1201,#1202,#1301,#1302,#1401,#1402,#1501,#1502,#1601,#1602,#1701,#1702,#1801,#1802,#1901,#1902,#2001,#2002,#2101,#2102,#2201,#2202,#2301,#2302,#2401,#2402,#2501,#2502,#2601,#2602,#2701,#2702,#2801,#2802,#2901,#2902,#3001,#3002,#3101,#3102,#3201,#3202,#3301,#3302,#3401,#3402,#3501,#3502,#3601,#3602,#3701,#3702,#3801,#3802,#3901,#3902,#4001,#4002,#4101,#4102,#4201,#4202,#4301,#4302,#4401,#4402,#4501,#4502,#4601,#4602,#4701,#4702,#4801,#4802
44,1.257741,3.432055,7.265823,-16.770787,17.815647,31.307231,14.35856,20.284012,-0.133609,-9.397916,-18.525717,8.824275,14.234012,-8.700488,-3.960403,3.200945,-5.999248,24.019886,-10.760543,0.731602,9.742745,15.195541,-5.381285,-13.91732,-6.579325,-20.699195,-9.96747,-2.304515,3.126341,2.049158,13.440028,2.956433,3.183392,2.066059,3.993248,0.342228,7.736639,-9.140415,-12.098919,-15.152175,-10.004238,-3.210557,-10.454069,2.856801,13.32653,-2.172565,-1.467938,3.648623,10.807691,-6.580469,4.123789,-2.665269,-6.574171,7.482514,-2.365963,-14.507684,-6.785805,-8.635386,0.241616,-7.802417,19.710725,22.338984,-15.123747,-8.762903,-11.536946,-14.079557,8.135323,7.409069,-4.744289,-6.081195,8.256336,2.789922,13.856027,4.83159,18.085207,15.928295,70.420366,14.608293,8.821759,0.542997,0.858437,14.451808,16.360998,15.54463,-5.378556,-6.367773,7.839827,-6.366808,11.624994,-1.671763,-12.000123,-7.611876,-27.545106,-29.399929,15.548472,-6.792812,14.884976,15.558179,19.152646,8.807449,34.622716,-5.800401,58.555776,68.526504,9.569432,22.335903,33.142835,48.901296,2.028795,-21.622714
45,-10.935016,4.110316,6.511972,-6.078556,12.846083,9.592662,10.43629,20.078813,10.160927,-2.676872,-10.213871,10.631453,10.951123,-8.564967,-2.483009,1.305687,-14.183352,6.275672,-6.534983,-5.6248,13.035502,12.908262,18.225115,-8.340335,18.531549,-19.899793,-15.797672,-3.604377,5.091943,4.1834,-9.95833,7.241446,-2.683419,-7.378058,-3.046165,0.382294,7.586759,-11.992561,-10.069387,-12.475675,-2.428776,-5.723074,-6.43789,3.797502,5.903266,-5.983705,-6.52779,-5.807722,-10.819772,-3.407866,-12.710253,-2.103703,-15.667394,2.194424,5.316105,-1.395722,-5.961694,-3.719365,-12.443977,-12.520938,22.334423,25.632007,-5.302453,-6.557402,-19.72898,-25.57609,17.972028,12.338658,12.376153,-4.468911,12.447286,7.004341,18.379404,4.602016,30.170801,22.12115,75.206299,4.70956,2.2988,-0.382302,-1.213175,4.653206,55.920981,10.514649,3.619266,-3.297991,9.344531,-9.831343,6.322682,-4.097341,-9.918883,-14.766871,-31.770569,-36.412038,8.608072,-5.136816,-8.258298,17.248516,23.278206,-10.420189,3.111157,-8.110035,32.448058,34.340105,11.229606,-0.661356,44.873102,49.512251,3.816097,-20.232077
46,-10.841395,-0.398142,5.360635,2.123175,2.61701,8.539192,13.981639,12.917717,11.442654,5.963321,2.826032,9.435475,9.515781,-9.818892,-0.3886,-0.941342,-13.920352,-10.637335,2.198204,-7.679388,10.991309,6.008321,31.389576,-2.384104,25.812102,-6.099518,-16.256199,-7.130501,7.308379,3.900298,-34.374458,8.471656,-11.337569,-15.479711,-1.625137,0.751057,3.25018,-9.684847,-3.034109,-5.530165,6.287968,-4.221956,-3.835297,4.146792,-4.10507,-13.486029,-14.131546,-12.876696,-28.577844,0.191024,-18.955527,2.473474,-22.18496,-4.786392,11.539977,14.968883,-4.601908,0.671396,-19.599717,-12.360393,21.593099,15.515897,1.612981,-2.966845,-18.733446,-20.470762,13.787612,14.108992,24.492429,-4.465593,15.18245,11.223312,17.153496,2.202945,42.338832,22.988153,69.099479,-9.664318,-2.654727,-2.18996,-0.33097,-5.743731,58.235826,2.962168,7.99951,7.868292,8.992579,-12.334649,-1.010744,-2.751278,-3.374306,-10.271168,-21.608152,-28.215878,-5.509233,13.343201,-23.077471,11.161265,14.416791,-19.036908,-22.139528,1.720271,-15.141194,-8.839691,5.510125,-19.95106,46.769845,19.923583,0.017728,-20.030225
47,1.914062,-1.99019,5.674904,8.794574,-3.989299,31.470147,14.351339,4.93575,5.953238,11.015815,14.409162,7.980004,11.876538,-16.097369,2.396642,-1.109786,-4.716504,-16.181551,14.089465,-3.347734,6.154295,3.866919,25.601802,-0.018433,15.370308,13.963347,-15.46424,-11.83611,8.740775,1.529707,-42.701734,4.636954,-17.139161,-15.904808,11.375236,1.161844,0.523361,-1.735268,4.577363,2.689163,13.775235,1.25622,-2.253289,4.131821,-6.053006,-20.788759,-22.217022,-15.474643,-37.397748,-5.17085,-18.905737,2.213666,-24.672915,-7.213739,11.518334,24.030831,-4.983485,4.3194,-19.532363,-9.339443,15.424525,0.444175,4.962611,-1.68575,-9.347806,0.26521,-1.072453,12.335366,32.911853,-1.988585,13.626459,10.683784,13.075504,-3.400432,52.354753,22.482958,56.28669,-19.490108,-2.805034,-1.396908,3.24788,-7.010408,31.503645,5.383651,1.508172,15.144581,8.508113,-13.01296,-3.385915,1.949856,2.2025,8.588737,-16.182312,-15.379511,-9.978554,39.355019,-24.524687,-4.950447,-1.7735,-16.397953,-28.64633,12.009178,-49.978957,-29.263625,-8.321498,-25.544421,39.967864,-12.711561,-8.537031,-30.570073
48,16.001067,3.427569,9.258365,20.17917,-1.412296,57.484939,4.285524,-2.478653,1.262929,9.575516,20.67038,6.442551,13.667116,-22.521845,4.347689,1.803798,7.62748,-7.7853,22.554493,4.012991,1.407124,9.108817,11.418284,-1.704731,3.238625,25.728887,-13.631406,-12.221031,8.011407,-0.394098,-32.058991,-2.191311,-14.421316,-7.846005,23.681286,1.066345,0.50311,7.849244,11.281116,8.718459,15.383665,7.816735,-1.106402,3.050584,2.710443,-23.142948,-24.926751,-13.497573,-37.634701,-16.324115,-19.684766,-5.338564,-19.158338,-2.291893,7.013539,23.843213,-8.145458,7.850059,-15.468346,-6.690136,0.936389,-8.04456,6.172784,-5.283314,4.895312,19.596963,-13.284255,8.573973,38.505685,6.526654,9.681742,7.596197,5.463002,-9.039045,48.973085,20.037304,31.396143,-19.315423,-1.246677,3.128777,5.344081,0.511428,-0.377264,15.56119,-11.589107,8.369803,7.939599,-9.714809,0.544837,5.057668,2.216897,26.925627,-25.11133,-10.017987,2.430156,55.564661,-16.809342,-19.250982,-13.580222,-9.120106,-20.965654,10.719702,-47.728438,-14.167053,-20.339899,-19.718627,27.387362,-18.848417,-16.701502,-44.44666
49,20.081404,11.903991,16.058046,37.06409,7.158593,63.425251,-7.795681,-8.625707,2.894799,5.949591,20.062248,3.664473,10.945342,-17.684946,3.364929,5.806831,16.568959,7.736817,21.077498,7.808081,-3.047847,14.272549,6.040298,-4.566067,2.293066,20.282961,-7.542312,-5.159892,5.474328,-0.370445,-13.240127,-7.145757,-4.861456,2.44052,22.647179,0.046067,0.151472,13.793621,18.091115,12.363239,8.623339,10.977837,-0.223758,1.024211,13.165873,-18.668725,-18.474013,-8.503112,-30.852535,-20.817295,-21.024339,-13.707959,-4.560117,6.053625,3.857112,20.487615,-12.766582,9.830616,-11.012845,-5.394675,-19.95749,-6.834774,6.311479,-11.356575,19.111882,22.152585,-13.078829,5.028167,37.537383,17.929531,7.265235,8.787739,-6.223389,-10.205467,25.111035,12.017603,-9.183383,-12.70846,-1.865094,8.988958,2.598479,8.017583,-18.840429,21.02953,-21.091202,-10.43702,6.151597,-3.48998,6.871667,2.547998,-2.993271,27.411294,-36.88564,-14.018198,21.668474,51.42122,-7.547192,-17.384491,-15.979162,-3.041417,-11.061014,-1.475628,-17.743968,17.300309,-20.98627,-11.551791,8.123039,5.830281,-20.626402,-44.927652
50,13.480279,16.458621,23.357929,49.534571,12.706405,47.014284,-7.776368,-8.680879,9.461738,7.411437,13.620485,0.108322,5.99644,1.903198,-0.880972,7.308771,19.889977,21.684043,9.896525,3.546406,-8.584795,10.79147,15.242874,-5.50582,9.057975,3.551488,3.406931,5.052079,3.556961,0.533945,3.247997,-7.001038,3.608619,7.274674,11.100769,-1.733457,-2.481717,13.378892,23.17574,15.702838,-1.270003,8.184448,0.447971,-0.418517,13.246499,-10.122357,-6.138662,-2.757722,-18.114204,-11.928617,-16.180544,-14.550852,12.943452,11.188277,5.368728,18.663587,-15.707766,7.2506,-6.618772,-3.693009,-37.68943,-1.622626,5.003906,-14.355688,28.900798,9.974661,-3.251381,3.134809,25.563503,22.846123,7.823549,15.565035,-17.651728,-5.483617,-10.854751,-1.668324,-54.901129,-7.919001,-3.823628,12.833288,-2.712671,7.786289,-19.687455,13.779308,-20.468115,-27.897807,3.267025,1.267022,11.188016,-3.783063,-9.176848,9.312534,-33.103697,-18.903401,32.190335,31.776859,-0.059067,0.49357,-14.241869,1.135513,-3.752828,-12.541099,9.389146,33.348837,-12.532226,-7.37249,-18.52784,37.255127,-20.226538,-25.905814
51,4.754811,14.472913,26.941703,45.993538,8.83364,25.954156,4.366357,1.59453,14.350551,14.675796,4.21938,-2.147217,4.169338,21.730713,-5.911574,4.627152,19.025527,30.139042,-3.501953,-6.762818,-14.605074,-0.355426,28.823891,-3.907481,11.377121,-9.259085,14.224241,10.273238,4.181375,0.465661,15.89819,-3.513293,4.995237,4.61474,3.476869,-3.522885,-5.848485,7.686675,20.595356,18.54396,-4.266417,1.058015,0.860637,-0.144613,0.192598,-2.797501,4.037063,1.637692,-2.122813,2.760968,-2.256742,-5.981996,23.555414,10.762459,9.02529,16.666309,-14.187547,-0.27887,-0.873161,0.383145,-41.668353,1.53972,1.206204,-11.898173,31.865655,-2.161138,5.216095,2.685436,3.985789,14.416543,8.726092,19.175013,-21.550045,2.219136,-39.368278,-14.655433,-84.877251,-8.736645,-3.419471,13.448162,-4.28135,0.017667,-9.259855,-2.379046,-11.659713,-30.816163,1.315425,1.83835,11.647913,-8.299148,-12.001693,-10.489339,-11.430783,-15.951299,28.653989,11.390352,7.791906,17.824212,-14.170975,5.251382,5.020872,-12.307535,15.381211,21.487185,-6.64149,-6.971174,-45.405831,45.456813,-17.062637,-0.401048
52,1.128061,8.868977,23.491902,26.701583,-2.262303,16.120866,11.415176,16.358081,11.56928,18.934848,-5.756334,-2.242376,5.805954,19.366388,-8.314403,-0.093971,14.825981,32.477532,-10.681804,-15.675017,-17.83696,-9.360788,32.225675,-1.150926,5.865812,-8.403419,18.571507,7.04982,6.197266,-0.746642,26.676818,-1.672977,0.991583,-0.810507,7.035907,-4.469339,-7.772442,0.177135,6.914342,17.233025,3.506063,-6.093809,0.312614,0.832996,-16.045639,-0.106441,6.936353,3.209865,11.620883,9.705532,13.887744,6.214842,22.622972,8.742171,9.382585,11.404501,-7.948746,-7.882741,5.788824,6.684297,-30.527411,2.154767,-5.126568,-7.950701,27.782597,-4.954406,4.700235,2.055236,-19.034438,-3.182554,5.813117,9.790254,-14.882407,8.47934,-46.03811,-19.091987,-85.626346,-10.927654,-0.033293,12.029907,1.135669,-8.921996,2.405709,-17.542715,-1.17902,-17.0567,1.921896,0.609074,8.299657,-8.081721,-9.64862,-15.231389,11.064743,-4.610841,17.614755,1.464457,17.495194,17.980711,-12.697098,9.087391,17.23451,-2.54099,9.631364,-1.473038,-10.188607,-6.877256,-58.268565,20.71924,-11.679134,12.973933
53,1.584463,2.854319,12.570897,4.859229,-11.823195,15.603018,-1.7232,20.675578,0.332768,10.759483,-15.276234,-1.742145,4.62919,-11.550573,-6.851586,-2.973563,6.205444,26.494,-8.908475,-16.846997,-16.149521,-8.925382,20.588507,1.875245,2.347041,2.058897,15.001595,0.167515,6.317543,-1.580964,32.272098,-4.183498,-1.80637,-3.122813,12.494555,-4.131124,-8.654138,-5.528158,-12.12183,9.760716,13.834913,-9.818109,-2.492373,0.378095,-21.801751,-0.772085,4.780315,1.520303,18.064191,4.816964,22.0258,14.392608,14.736084,10.215288,3.536375,4.864354,0.480784,-8.617158,10.073821,13.226174,-13.775225,2.915644,-11.874064,-8.26753,17.527014,-3.191617,-2.963592,-0.2255,-34.375872,-16.680799,-2.611609,-10.420909,-2.337306,10.886297,-33.384249,-13.074806,-63.680496,-8.244238,2.603526,10.055814,9.218512,-12.906344,6.253273,-24.824603,6.850063,4.001619,4.038257,1.961776,1.710143,-5.768059,-3.183228,-4.362301,18.266662,8.654829,6.838267,1.506062,24.765138,0.685344,-2.521279,9.895104,25.739356,6.055558,11.098313,-11.370798,-16.118229,-4.746227,-47.306503,-19.439155,-3.918516,9.860262
54,0.745978,-3.958982,-2.91929,-7.216269,-12.523917,11.77689,-28.996413,6.058077,-14.573275,-8.342918,-22.092226,-2.154103,-3.916176,-48.516624,-3.439268,-2.425237,-6.364092,9.54736,-2.241916,-11.009629,-11.96479,-2.391511,1.943659,5.653022,9.753608,10.371987,7.770463,-2.935766,2.806025,-0.967564,26.344766,-8.250718,0.620832,-1.317935,6.56895,-2.646505,-10.175302,-7.32958,-24.617219,0.770185,14.805651,-9.444976,-7.930026,-1.977487,-11.998199,-0.329683,3.170936,-2.265309,17.097704,-2.242853,19.030358,15.054554,8.390977,15.042095,-6.268562,2.038978,7.675422,0.060876,8.9396,18.041395,-2.248464,4.244368,-15.200527,-12.938429,2.383056,-5.233638,-10.307072,-3.665174,-38.058451,-15.92886,-13.921459,-26.729463,8.585755,9.966287,-16.444139,-2.249393,-39.311764,-0.87967,1.736528,7.761567,11.889398,-10.015282,-1.484684,-22.784801,12.629558,19.852404,4.798954,6.394006,-6.607723,-5.159182,4.019716,8.8762,13.306665,17.193594,-1.81005,3.192061,22.633764,-19.07937,14.749569,6.124959,21.735129,5.036297,22.172797,-4.169254,-11.020331,-0.287374,-18.153803,-46.266397,4.893473,3.134415
55,-2.908308,-12.640395,-17.797012,-10.661505,-4.842035,-0.783628,-47.436612,-16.2719,-25.655423,-25.309686,-20.818404,-2.269641,-14.611182,-55.875289,-0.855366,-0.632611,-17.805073,-14.48574,2.754241,-4.937916,-9.871581,1.100531,-10.927294,10.039804,22.231835,9.738008,1.925536,-0.295697,-2.471393,0.370629,10.018749,-8.728892,5.979374,0.602821,-9.42751,-0.573493,-11.525918,-5.501679,-23.452631,-1.619094,4.832244,-6.20609,-13.66366,-4.132028,6.033958,4.293415,3.73456,-5.4034,13.522956,0.226904,10.175134,9.814885,7.317103,17.597758,-14.490024,3.154679,11.639888,13.356994,3.067751,20.013377,1.511756,3.253664,-11.776412,-15.082775,-15.161106,-9.189478,-11.453031,-5.814796,-31.952072,-4.182143,-22.694758,-26.452885,15.012624,7.497814,-7.687322,5.799938,-27.544674,3.958201,-0.017649,4.730303,5.588863,-2.171822,-15.507426,-12.524802,16.603093,23.054629,2.549899,9.423053,-13.413916,-5.68014,7.661641,13.12223,11.769016,18.212395,-8.487752,0.416221,9.567217,-26.789511,25.643781,0.036128,7.137826,-4.43254,27.14377,2.596788,8.369206,6.046785,10.043096,-43.014881,11.380047,6.273806
56,-5.461872,-19.582125,-26.650139,-16.312661,3.99144,-15.279551,-39.55018,-23.355248,-26.59736,-27.419895,-7.247207,0.568343,-16.322932,-17.439998,0.238287,-0.821742,-21.24953,-33.095128,2.18494,-4.172429,-10.354183,-1.995052,-10.83804,12.395686,24.377984,3.611813,-1.027809,3.189395,-6.120034,0.962192,-5.262194,-4.276913,9.026574,-1.074621,-19.224015,1.35425,-9.07014,-2.387369,-12.75779,4.663686,-5.234078,-1.641468,-14.969162,-3.809978,19.831236,11.340063,2.583604,-5.136231,11.760388,12.165795,0.650307,2.298732,8.0171,12.733239,-16.187587,1.870341,12.658104,22.894424,-3.378015,18.164104,2.178776,-2.395689,-1.452538,-7.963258,-30.478154,-5.283414,-5.196351,-4.637838,-20.028165,5.006494,-24.096587,-12.488618,19.648803,4.67714,-6.893772,7.777078,-25.293511,0.796801,2.3034,1.070212,-5.026688,6.480772,-23.414391,3.369279,16.195288,13.681768,-1.612698,6.759261,-15.131249,-3.394213,5.410318,9.011683,19.186499,11.976857,-10.085914,-5.443044,-7.538346,-20.752311,18.772244,-4.501348,-5.159751,-13.812566,14.511855,-6.216561,28.691736,13.348066,19.346204,-16.025585,12.349207,17.573113
57,-4.042232,-17.433261,-26.339837,-29.515071,6.892685,-24.600302,-8.669156,-4.947969,-15.870924,-14.043516,13.666454,6.623396,-5.006146,45.260163,1.596135,-3.601609,-14.586393,-34.316482,-2.882723,-7.448783,-7.640687,-6.087377,-0.635572,9.296693,10.119,-0.473512,-2.522298,2.102463,-6.789124,0.401006,-9.052178,0.827275,7.429188,-5.249558,-11.014931,2.417564,-0.864022,-0.609237,-2.393719,11.187715,-5.563097,2.727646,-8.067105,-1.32093,22.072058,15.314668,-3.408232,-1.119743,11.062738,21.754887,-10.161734,-4.717674,5.268714,1.188759,-9.971327,-6.648681,12.349184,23.242381,-6.325335,11.433015,3.158266,-11.199028,11.803406,7.117915,-38.140875,8.74941,6.222483,-0.889569,-5.175772,1.67565,-16.66115,0.350734,24.685432,1.846278,-4.965686,5.291857,-16.671123,-6.00757,9.162853,-2.692616,-11.714137,10.697875,-15.394913,18.987069,8.853834,-2.252388,-5.381341,-0.646972,-10.775018,2.641669,-0.393215,4.317115,22.850114,0.777751,-3.901207,-9.358346,-19.777394,-9.841981,-0.506974,-6.472731,-4.884146,-14.747432,-7.21088,-24.603531,31.932312,19.351257,7.578166,13.13155,7.564404,23.64278
58,-1.910162,-3.515381,-18.105782,-42.381864,2.592168,-31.155619,26.64216,22.676969,1.296805,3.820278,26.85101,12.549514,9.656814,88.604368,4.833666,-6.630098,-3.187118,-18.992599,-7.705186,-9.031095,4.158663,-4.857361,9.880835,0.799363,-8.319824,0.289838,-3.815614,-3.287372,-5.94579,-0.408267,-4.336816,1.673572,3.557418,-7.129893,7.121127,2.113389,9.503816,-0.77943,2.447597,6.88026,0.313928,5.173147,5.833858,0.861375,14.414372,11.938913,-10.629851,3.701028,6.833155,18.6405,-23.508496,-9.77367,-1.773094,-11.230861,1.269829,-17.983576,12.158442,15.071363,-4.778172,0.335518,2.91088,-18.658227,21.941195,21.031204,-35.494469,20.989785,18.496076,2.432696,10.701734,-10.469218,-3.029387,2.07899,27.108605,-0.770007,4.476702,1.023639,9.264571,-5.429675,14.87314,-6.464207,-10.189483,6.448282,6.109938,26.134027,-2.303926,-15.42598,-7.573748,-7.647135,-3.22135,7.637761,-3.8871,3.048425,9.508299,-9.914454,4.910351,-9.756516,-24.6366,-2.830914,-14.278163,-8.810462,4.354396,-4.821897,-19.825535,-34.038256,13.712898,20.85487,-10.425184,25.32188,0.254204,16.708758
59,-4.641898,13.860222,-7.74989,-42.955851,-5.017999,-40.285238,48.20434,31.962114,14.905418,14.211251,18.819071,14.649125,13.414308,83.296935,9.165653,-7.671454,4.744193,-1.842822,-7.402416,-5.785392,22.717532,-0.315899,11.314632,-7.831852,-13.348485,2.570677,-5.087182,-7.889787,-5.404605,-0.583664,-4.79795,-1.394184,0.917268,-3.552564,15.376556,0.449271,15.290112,-0.93331,3.890503,-9.185675,0.588691,4.64144,19.754763,1.156009,3.420141,2.605796,-11.435548,5.34584,-3.208332,4.867712,-33.290384,-12.120737,-9.786395,-19.256482,11.75981,-22.142881,12.479046,3.200054,-0.595649,-11.31778,0.176927,-20.570443,24.698446,25.151747,-25.093886,18.247479,25.973241,3.257968,25.165818,-18.33445,11.319046,-2.542387,21.832504,-2.695226,18.874363,-3.669444,45.375877,7.455016,13.589662,-10.305001,-2.93824,-5.116719,27.283816,20.531692,-8.954108,-17.5203,-8.447127,-10.291485,2.765297,6.650944,-1.125691,2.316977,-13.956756,-12.118053,5.443799,-10.392032,-26.350989,-2.19804,-11.932749,-14.305567,9.62922,11.319466,-17.039045,-26.695301,-11.540263,16.287713,-16.01103,16.257631,-5.127813,4.151699
60,-12.020306,20.632819,-2.664495,-29.807876,-11.802979,-47.985181,46.783712,13.707753,16.738045,12.977449,-7.761184,12.417974,2.861654,38.114894,12.071255,-6.996259,5.208367,1.434796,-0.62299,-0.152068,37.172099,-0.410325,1.327082,-10.078325,-1.788897,2.647426,-7.041967,-7.898901,-5.272915,-0.247988,-19.025086,-3.292329,-0.141287,3.287508,4.795907,-1.79962,13.329722,1.291594,4.546252,-24.879549,-8.389577,2.185863,25.293334,0.596737,-5.337269,-5.958186,-3.340378,2.459571,-14.907435,-8.300829,-28.858508,-11.785368,-16.188485,-22.300632,15.747996,-15.25654,12.56435,-7.196416,3.70004,-17.798983,-1.158206,-15.486157,20.469348,19.131778,-13.014817,2.927187,24.47275,2.515896,35.274796,-12.890917,20.486132,-2.265351,8.807497,-3.463598,31.420939,-7.211845,70.43282,22.961665,5.629628,-13.050471,4.144614,-16.191987,34.784402,6.795609,-5.948404,-7.518853,-8.289537,-9.014448,3.871292,1.827591,5.592539,-1.288285,-25.309124,-1.407142,-6.467323,-15.294976,-28.434639,-6.115936,-1.849651,-20.895942,3.051261,24.448406,-9.666061,-13.385885,-24.06985,7.825296,-2.805271,-4.278418,-6.103594,-0.66915
61,-16.635026,10.51977,-6.703573,-14.198046,-16.38823,-43.347181,22.022878,-12.148182,7.228397,3.439368,-33.371035,7.919186,-11.019255,-10.122491,11.932021,-6.208764,0.46276,-11.871921,9.14172,4.396454,37.769384,-7.981793,-13.995438,-4.507086,12.184144,0.959478,-11.246122,-4.684578,-4.887453,-0.104044,-40.292233,-0.609104,-2.494667,7.57053,-12.468929,-3.215248,7.565994,5.784866,2.231023,-26.64643,-16.121227,0.546719,19.286757,1.050025,-9.377534,-7.00662,6.250595,-2.394965,-20.504259,-12.785989,-7.963723,-9.950843,-21.657262,-23.337232,10.720086,-4.737093,10.919863,-12.824452,6.340121,-16.036594,3.775888,-5.363468,13.928104,10.483495,-4.371922,-8.491215,15.68029,2.489208,39.323904,2.778353,20.732956,5.299824,-4.949612,-2.783205,39.52677,-6.168322,67.265612,24.008493,-3.390001,-12.203488,6.521756,-17.465692,27.055526,-4.806715,1.765172,5.240072,-6.808302,-6.674229,0.127585,1.246219,10.06353,-5.945502,-13.459403,16.381773,-20.924506,-23.115832,-28.607541,-12.126205,-0.032961,-22.288251,-11.26153,25.584526,-10.001324,-7.67048,-16.93059,0.211534,18.323365,-22.334967,-3.975292,5.715173
62,-12.153083,-7.432007,-16.650552,-7.423487,-18.548737,-25.387814,-17.071789,-17.980029,-4.25141,-8.734466,-38.580633,2.455507,-15.726381,-29.289725,9.48876,-5.416726,-4.917737,-30.385152,16.020912,8.848239,25.663494,-15.464931,-25.410776,3.321964,14.001094,0.282939,-17.603236,-2.572447,-4.811116,-0.560006,-53.739973,4.073258,-8.163892,5.256414,-17.086742,-2.478147,5.071593,9.690477,-5.545854,-13.569907,-11.406466,1.319522,6.953255,2.420649,-8.139274,0.454651,6.552498,-5.401319,-15.885962,-10.807771,16.408747,-8.33821,-27.224687,-24.645503,-0.959216,-0.821032,6.231434,-12.785437,6.242515,-9.113891,12.982312,5.1687,10.573493,7.158744,-0.530876,-4.678927,7.37069,3.513668,37.876696,18.19829,12.227347,10.706795,-11.182385,-0.422868,46.443875,2.270157,39.057173,3.985948,-8.864294,-6.411407,3.036872,-6.815473,14.028469,-7.406399,3.551434,7.588815,-4.221541,-4.99378,-5.522542,9.348857,9.186919,-7.024006,6.390265,27.136919,-23.381464,-27.654573,-22.889146,-17.393552,-9.597564,-14.272783,-24.094512,11.916723,-17.390217,-8.556451,-0.824541,-3.108251,29.866168,-28.885988,-2.723856,13.447718
63,-1.677971,-16.759599,-24.055495,-8.676259,-16.705233,-10.745546,-50.93202,1.302946,-7.6139,-18.12375,-22.324299,-4.282882,-11.080126,-16.471372,6.664069,-2.855773,-8.349423,-40.035639,16.350128,16.981039,11.829515,-12.990758,-28.129132,6.110455,4.600482,1.229763,-22.426863,-3.947071,-6.466236,-1.578437,-51.560061,5.465231,-14.801564,-2.125713,-3.967593,0.576254,8.745145,10.302918,-13.877391,1.751832,1.721264,2.701877,-2.086702,2.654253,-2.432765,10.800655,-5.005359,-5.29124,-4.921308,-9.897593,26.592315,-7.734852,-30.560648,-25.244971,-13.27106,-4.564548,-1.176586,-8.665486,2.961411,-4.263539,18.427802,11.185723,12.645741,10.825608,-0.35076,7.44623,6.295226,3.406517,32.515994,25.905106,-0.935609,5.428896,-7.467782,3.426822,54.419241,15.652973,8.352715,-23.211881,-10.907472,1.852459,-4.421191,7.501611,6.46769,-2.789598,-4.434813,-4.46091,-2.113247,-3.818015,-9.144559,20.271951,6.316897,-3.569039,9.771199,20.625217,-11.147065,-24.279767,-13.00234,-18.158249,-16.981282,-0.375034,-31.105168,-9.746811,-22.571039,-4.654081,7.802627,-2.910553,24.404813,-22.234323,-5.316861,11.485796
64,4.400342,-9.776667,-22.032723,-7.277044,-9.189146,-17.059314,-58.031052,23.195466,-1.597286,-19.508332,-2.006196,-11.371849,-7.254142,5.982622,4.487745,2.270625,-9.463726,-35.369489,11.224757,27.969532,5.716586,-0.658683,-24.556226,2.216743,-3.400773,1.53881,-20.849708,-7.267828,-9.611121,-2.942598,-38.225147,2.355344,-16.945565,-8.789178,13.183133,4.447594,14.575107,7.905233,-12.330098,6.57404,7.338731,1.050398,-2.091173,0.566575,4.500574,16.843631,-18.841185,-4.044865,3.691151,-13.32,18.115235,-7.3429,-27.265188,-22.239278,-20.037996,-7.230699,-8.436679,-4.026782,-2.472156,-6.218599,16.439664,11.02195,17.426938,16.605256,-2.876141,12.233218,10.208855,0.54347,23.703325,25.83548,-12.721907,-6.292588,1.866148,7.159106,58.364151,25.890384,-1.76811,-33.679897,-11.751173,7.148254,-11.684336,13.963825,6.271377,2.209174,-13.410514,-19.566328,-2.254794,-2.787017,-8.275789,23.053573,6.560891,0.246068,-7.196598,1.578465,3.281691,-15.343472,-6.20117,-12.297704,-9.770873,9.79889,-33.509268,-26.302068,-21.829828,6.868861,2.342664,-3.314924,11.685672,-5.701025,-10.149661,0.210933
65,-0.604839,5.015247,-11.416414,4.38155,1.950505,-39.196096,-33.679908,22.88069,5.415158,-10.069215,4.891079,-14.952011,-9.955175,14.783406,2.54914,7.507839,-8.039161,-20.997041,4.509667,33.366921,5.801966,10.146093,-19.592178,-2.649803,-3.013551,-0.372692,-11.820986,-9.175003,-11.412851,-4.078284,-21.830583,-0.812793,-11.223612,-9.699693,17.67146,6.74023,16.096056,5.196671,2.960198,0.739019,-2.371686,-4.751864,3.754179,-2.30251,7.481311,16.029901,-21.829633,-3.845419,4.214981,-17.285901,4.126286,-5.828577,-16.293679,-14.141343,-18.493052,-1.944286,-11.41944,-2.280804,-7.114083,-12.2209,13.623827,7.869973,19.402157,18.205688,-7.523467,5.026022,9.332539,-3.489868,10.512078,21.192066,-18.233215,-11.797365,10.531913,7.593112,48.858722,25.533668,12.086656,-16.083846,-11.546456,5.650391,-13.83401,8.735174,6.551209,3.026816,-11.419372,-20.938542,-4.544012,-1.933134,-3.874748,13.568488,9.91092,0.539741,-21.966449,-13.03849,6.768805,-8.598734,-6.481187,-2.512606,6.684525,9.040428,-31.510625,-27.772346,-20.379791,13.158178,-9.551816,-7.816801,8.317374,14.536247,-11.391224,-9.597127
