,#10,#11,#12,#13,#17,#18,#26,#49,#50,#51,#52,#53,#54,#58,#101,#102,#201,#202,#301,#302,#401,#402,#501,#502,#601,#602,#701,#702,#801,#802,#901,#902,#1001,#1002,#1101,#1102,#1201,#1202,#1301,#1302,#1401,#1402,#1501,#1502,#1601,#1602,#1701,#1702,#1801,#1802,#1901,#1902,#2001,#2002,#2101,#2102,#2201,#2202,#2301,#2302,#2401,#2402,#2501,#2502,#2601,#2602,#2701,#2702,#2801,#2802,#2901,#2902,#3001,#3002,#3101,#3102,#3201,#3202,#3301,#3302,#3401,#3402,#3501,#3502,#3601,#3602,#3701,#3702,#3801,#3802,#3901,#3902,#4001,#4002,#4101,#4102,#4201,#4202,#4301,#4302,#4401,#4402,#4501,#4502,#4601,#4602,#4701,#4702,#4801,#4802
10,8.155472,9.147849,17.672701,-3.310308,10.383156,31.804993,55.534147,5.361794,-5.122653,-0.646167,6.435532,6.622758,0.329566,20.706168,-10.473686,5.244,0.220878,-3.986041,-4.683949,14.932375,2.487537,7.561715,-0.152648,8.353097,-5.392322,6.430982,-0.856705,2.678599,1.359982,2.038392,24.09122,-5.396353,9.819073,-8.879724,10.24419,-0.687207,4.612009,-4.179996,-4.517024,7.253732,17.99157,-4.027705,-9.339051,-1.157388,2.242919,-1.500623,12.100152,6.062451,2.337047,-5.821186,7.618628,-3.30678,18.79069,-1.920148,5.876427,-1.470059,-12.217879,-6.015031,-4.032282,-13.704725,18.362176,-2.178284,1.464769,-6.500605,27.380705,11.947014,2.143778,10.004186,-11.674116,2.9021,3.8859,5.474143,-20.3996,-0.245324,-11.768845,-1.1837,-17.716165,8.642073,-11.254946,-3.932439,9.169529,9.218866,-1.661723,3.336733,7.240313,3.86077,4.995522,2.098084,9.087542,3.357442,-17.264736,-10.096596,-6.647899,-19.911359,-24.79559,2.708224,1.729802,18.112943,-3.55027,9.641638,-5.337473,13.509697,23.988267,-3.929233,-21.754331,-7.819391,20.210423,35.697507,-12.797344,-8.847115
11,3.827263,12.990701,8.050385,4.856769,1.059347,7.103775,57.812636,8.395657,-8.203323,-0.101028,-11.276884,1.429585,-13.402565,7.884837,-2.976798,2.920111,-1.247303,-16.263849,3.473502,7.297897,9.457009,0.444678,-5.73583,6.207803,7.811611,2.121237,-2.446464,-0.004022,-0.087803,3.186573,13.636797,-1.051348,4.768743,-6.121559,10.170403,2.520689,8.404392,-3.90208,-4.30632,2.553855,10.177545,1.644161,-8.39291,-3.769788,0.87947,-8.404856,10.506436,2.102349,-1.752266,-3.658149,5.506553,-4.055201,2.348366,-7.086345,12.591568,-5.89369,-10.468838,-8.097281,-8.278468,-14.782136,4.933572,-1.413898,9.014777,-1.405116,15.028529,7.211245,8.843037,9.712621,9.440295,4.678367,1.432583,8.503133,-2.562804,-1.068657,3.851362,1.505336,28.450918,20.219982,-5.19104,-5.79461,0.946177,5.037052,-14.154351,-0.116177,2.941784,10.168315,7.893642,8.526688,3.925888,-0.189379,-5.600744,-3.443808,-10.727394,-8.323436,-29.528813,-5.737394,-7.753551,11.17898,-8.924238,1.132626,-9.498767,8.172531,-15.818647,1.04774,-21.681407,-2.01929,13.244001,28.91765,-5.808533,5.562864
12,2.273269,11.191587,3.415885,13.843692,-6.227837,-7.67413,21.112625,9.395991,-7.719345,6.112887,-9.104304,1.222354,-15.073614,-13.557938,4.161291,-0.439812,5.606529,-10.152014,4.0117,-2.141618,20.124173,-1.631773,0.959819,-5.391887,12.852688,-5.423855,2.883118,-0.453121,-0.596523,1.40164,5.353913,-0.584638,-0.592835,0.020781,3.919092,2.590924,2.38704,-3.302442,-2.7825,-6.16481,1.423947,9.833716,-4.394897,-2.536402,1.016681,-14.240033,8.724728,-0.030092,-4.556052,3.020352,1.161235,-4.999673,-6.288917,-10.589255,15.791724,-5.897109,-6.287543,-7.415371,-10.216849,-13.913843,-14.569767,5.980324,7.217246,-0.902859,8.013663,0.378319,11.031836,7.75893,18.944842,-0.587345,-2.632242,4.233122,7.841246,2.585581,4.524624,-0.120526,39.069399,10.240617,2.04325,-9.597678,-1.222256,-1.965553,-11.567073,0.049378,4.736861,10.645046,11.162248,10.729986,-3.621824,-8.095479,-5.30337,-4.726747,-16.244789,0.015389,-11.081231,-12.583884,-9.52925,-5.65912,-8.651778,-8.768566,-0.688299,-3.258957,-32.135348,5.014255,-2.69959,-1.328014,5.995907,-4.025186,1.594265,7.709319
13,3.934104,7.075783,4.877196,17.251018,-9.628204,-7.414349,-40.529476,8.713368,-3.184388,10.064502,6.295025,4.548886,-6.397224,-34.069155,8.605519,-1.214128,17.290905,5.459243,-1.866992,-6.366238,30.578097,3.806977,19.003277,-16.242595,10.98223,-10.619118,11.205398,1.244202,-0.404582,-1.940513,0.300352,-3.174826,-3.62731,4.615469,-6.099197,0.355722,-10.027606,-3.628572,-4.056379,-15.535562,0.414078,12.625488,0.697983,1.00198,0.511428,-17.959911,7.595393,0.488836,-6.630936,9.225745,-8.05049,-6.823981,-2.178681,-9.91685,19.585628,-4.721203,-2.957607,-4.157334,-8.878539,-13.473489,-27.235452,9.268151,-4.848117,-4.757277,12.594178,-3.913506,5.49639,2.536791,12.234044,-5.114811,-4.060759,-3.813257,4.876462,6.182784,-6.19653,-2.912544,13.458153,-14.545155,2.842097,-15.104755,3.664807,-11.032711,6.23823,-1.629799,3.687132,1.463486,13.242185,6.375983,-10.514408,-14.089972,-16.588935,-17.616395,-20.363359,-4.733057,20.36341,-9.494167,-1.729702,-17.151862,-2.450603,-13.708978,10.287026,-12.350255,-13.355842,9.736014,19.139112,-4.220577,5.977214,-34.152639,3.21986,-5.949109
14,4.299327,4.612716,6.156367,11.879731,-7.894592,-1.665666,-86.263311,6.746262,3.386227,6.977318,15.624749,4.640495,4.164828,-43.899771,10.353184,1.710235,24.317009,11.843587,-3.597,-3.896803,32.061972,10.500775,30.76973,-14.976018,7.162029,-6.544988,13.531062,2.175784,1.025287,-3.635657,-6.669739,-3.276406,-3.212893,4.919346,-11.472534,-0.207572,-17.182108,-3.12898,-5.833637,-16.858413,5.566792,9.216106,5.004932,3.360151,-3.187947,-17.240725,4.451099,0.932978,-9.486634,8.68475,-20.000561,-10.308033,3.16635,-6.529235,22.260396,-4.666324,-1.862028,-1.671776,-4.057497,-14.515741,-26.475367,3.006458,-15.670615,-5.983295,20.156293,-2.33248,-4.654165,-5.214072,3.368157,-0.571133,-1.422424,-5.542961,-5.718485,3.428681,-11.272003,-2.687732,-12.791729,-32.756842,-1.50506,-16.985977,8.414205,-18.427102,23.747563,-6.242977,-6.591557,-11.237021,12.735136,-2.351536,-11.439587,-12.602455,-22.945799,-30.60823,-19.759947,-17.660628,38.253847,7.959362,7.741559,-13.603808,6.321313,-13.562392,7.865694,-13.592108,13.009086,12.24269,24.715586,-6.208179,13.306979,-35.81904,-2.056323,-22.778363
15,-0.6707,3.485604,2.365061,-0.321654,-0.911114,1.838891,-86.485702,3.64914,8.796007,-1.437053,9.398797,-1.321287,9.563657,-40.273986,10.256472,5.212273,19.525064,3.169047,5.951148,-0.353964,18.347343,10.063561,21.828477,-1.382927,5.159512,6.251617,4.79023,-0.287786,3.961805,-1.595664,-17.575434,2.88274,0.422098,2.418623,-5.826202,2.707996,-12.282797,-0.006479,-2.155513,-6.071121,8.46663,6.683675,7.456134,2.867072,-9.319894,-11.371046,-3.984782,-1.535104,-12.95253,0.890553,-25.633132,-13.351243,-4.087757,-3.555064,17.873139,-5.267684,-2.220991,-2.991685,1.898167,-15.883562,-14.660374,-5.976587,-12.095941,0.24689,16.757869,4.166118,-12.201128,-10.809025,9.374329,11.78118,4.927286,3.852008,-12.174914,-4.951437,0.845142,2.117878,-6.186563,-28.681421,-2.85266,-9.560505,7.116118,-19.572437,28.124136,-7.807535,-18.936866,-15.615551,9.313248,-8.138798,-3.439366,-3.294243,-11.389267,-28.456972,-12.272644,-25.230177,27.467717,32.65297,10.690935,0.3833,12.079812,-12.484283,-8.622499,-9.91553,15.32405,6.001187,10.492578,-5.178052,20.789738,-10.690663,-8.331505,-27.487498
16,-9.452612,0.562824,-3.758781,-13.428496,7.83384,6.648006,-49.864525,0.067129,10.319479,-10.31162,-3.925551,-7.7102,8.591864,-28.091047,8.565211,5.017959,3.854095,-7.450877,20.875447,-1.911097,-5.736949,1.055763,-0.842294,12.514231,5.798059,17.298614,-9.386963,-5.208453,6.899076,3.122313,-26.120867,11.930773,4.157394,0.125212,6.556785,6.078271,-1.507998,4.307359,7.423829,8.942798,4.602483,10.487189,7.201018,0.968849,-13.620817,-3.692935,-16.799428,-6.230253,-13.945618,-6.63024,-16.075947,-11.219856,-22.428928,-2.31009,5.146908,-4.42432,-2.494013,-6.768382,4.347639,-15.398905,1.36048,-6.353463,6.367521,9.295991,0.098194,10.131809,-11.989466,-9.524512,30.530333,21.434011,15.360543,17.67959,-7.604686,-10.677078,23.447865,9.742286,30.026702,-7.223539,2.73845,5.831899,1.819114,-13.697555,20.812144,-1.30002,-19.054107,-6.421487,3.897899,-4.0439,9.248372,8.242652,11.13566,-10.326206,0.953207,-20.155575,0.387592,48.332763,6.925811,12.482109,11.114751,-12.011154,-22.355351,-7.35327,-4.560145,-9.318867,-9.866212,-2.642342,21.217701,15.987784,-8.559719,-17.23675
17,-15.919844,-4.38176,-5.523414,-21.285955,12.138377,19.484847,-10.472169,-2.144056,7.218828,-15.895266,-10.901478,-6.493157,4.544854,-14.578226,5.041333,0.251565,-14.879174,-5.302468,27.89502,-8.493444,-25.393537,-9.792071,-15.546332,14.499673,7.773654,14.982611,-16.743783,-8.730579,7.144895,6.998205,-23.481633,15.716398,2.644382,-0.923811,13.225634,5.496991,2.889489,6.146324,14.506504,14.508376,-1.759634,16.337282,3.660387,0.120891,-11.925061,0.286351,-27.923813,-9.61373,-8.20762,-4.813717,7.022,-1.634148,-34.695115,-1.587052,-8.177861,-1.046033,-1.414376,-8.305156,0.262018,-11.858569,15.006777,4.271648,25.500924,11.338366,-16.081596,9.727148,-5.410395,-2.140023,48.577404,19.619534,29.800819,24.647599,4.304504,-6.824318,39.204064,17.384306,62.376795,11.935374,9.234107,19.4504,-1.075481,-5.570012,11.600953,9.423169,-3.136192,8.197468,-1.845693,8.801234,17.258442,14.405506,24.772971,7.817736,14.59002,-8.044734,-16.809233,41.987512,2.743261,15.136402,4.947899,-8.687285,-16.987327,-6.923181,-16.164807,-22.321283,-20.751026,-0.04362,14.745647,21.909076,-2.515953,-2.524626
18,-15.078164,-6.800701,-0.857747,-21.462055,8.832354,37.312938,8.25284,-0.653477,1.499499,-16.494581,-8.563467,3.291365,1.6925,-4.071668,0.190284,-5.58996,-27.407859,7.632854,21.002431,-14.598863,-28.114985,-14.995491,-10.285255,4.422408,8.960875,-1.461132,-10.631349,-8.270722,3.657895,6.866163,-8.482286,9.555721,-6.046588,-1.654621,6.706518,0.596245,-3.27038,3.783862,10.099612,5.739299,-3.30269,14.241758,-2.056811,1.038756,-3.953606,-2.139369,-30.792832,-9.394685,5.49882,7.176417,29.869274,10.654039,-26.304824,0.283478,-11.985892,3.301648,1.608455,-5.09939,-7.862941,-6.067604,21.717015,16.31743,29.602493,2.922066,-16.483253,2.313781,1.197882,4.961422,45.349401,8.581794,43.894988,20.524668,13.939947,4.349231,38.442813,23.346335,64.398844,14.400996,8.042014,20.981334,0.88962,-1.255334,6.374033,14.782028,14.844698,14.029292,-6.047257,20.306004,14.714944,11.424207,18.412973,11.023666,21.197474,0.103104,-10.731617,15.337615,3.154376,9.872359,-0.857337,0.419687,5.587084,-4.961882,0.233582,-18.501846,-18.552838,4.129838,8.801093,8.934825,2.567891,5.086889
19,-7.423811,-2.724648,4.925582,-16.045349,1.920988,47.204844,11.290273,5.015617,-3.066557,-11.716529,-4.0747,13.530668,2.755542,2.389779,-4.067244,-8.137981,-27.856459,16.043315,7.701262,-15.97024,-15.457848,-13.360915,4.762969,-6.51309,7.818002,-19.844107,2.576134,-5.341304,-1.119428,2.52553,9.362446,-2.603702,-15.316989,-2.301333,-6.371103,-4.268356,-11.414835,-0.547277,-4.362633,-7.132308,1.778332,0.775334,-6.60968,2.154256,6.01744,-8.118416,-24.117001,-7.010808,22.123607,19.530474,37.329405,16.424164,-1.582764,3.679236,-4.044431,5.63714,5.835987,-0.064869,-13.255771,-0.10424,19.612298,19.100648,16.303717,-8.171676,-1.600464,-6.188948,2.841831,6.206394,21.437662,-1.327873,48.912046,10.960814,15.247524,13.81261,27.043642,26.713018,40.831888,4.098599,-0.610806,9.473436,3.71716,-1.960074,3.553513,9.918826,16.664953,5.137695,-7.120033,20.504871,5.055736,2.370138,0.666961,2.445767,15.803637,-0.390172,9.408171,-15.534781,7.382086,1.514872,-1.809661,11.542174,27.375855,-0.67376,28.834152,4.218819,-10.361213,11.809935,10.140306,-2.433878,0.376395,4.007905
20,1.960187,5.026729,5.37309,-8.458883,-1.34342,39.135073,14.935948,11.578944,-3.611112,-3.000976,-2.653772,14.54654,7.540933,4.344493,-5.386991,-6.131791,-16.258862,10.879395,-0.523426,-13.531723,-1.56499,-9.163873,11.751816,-8.039504,4.909545,-25.966736,9.881514,-3.510546,-3.295145,-3.034981,17.280262,-12.03615,-14.098844,-1.551211,-12.004592,-5.021271,-10.662197,-3.373424,-16.500233,-9.252746,7.883678,-15.223935,-6.842321,1.338379,11.861604,-11.897768,-12.885081,-5.626785,32.088921,20.73063,26.084789,10.701584,20.21092,7.942019,8.021274,4.960776,8.759464,1.979087,-11.03575,4.51549,10.719293,12.434779,-2.354059,-11.123455,12.238309,-8.60409,0.57736,2.604997,-5.492022,-3.087824,38.119381,3.243827,10.15096,15.101339,16.72852,25.885133,14.539348,-3.4604,-7.159819,-5.139858,2.475628,-3.114129,-0.414308,-0.796254,-0.153654,-10.126387,-4.670469,9.832015,-3.229311,-5.574442,-11.063734,-1.444321,0.309548,-4.367838,25.739648,-32.305748,11.222423,-7.618605,1.434435,16.108534,32.52171,1.013283,37.167814,30.39148,-2.753689,20.46081,16.814661,2.307365,-6.268018,1.957065
